annual_income,spending_score,website_visits,app_sessions,avg_order_value,orders_per_month,return_rate,loyalty_years,region,membership
2313271,94,5,22,13321.23,4,0.28,5.2,South,Silver
2477004,82,10,14,14885.53,9,0.08,10.5,South,Gold
1405852,72,12,18,1093.83,7,0.27,4.6,West,Silver
1661354,90,7,21,7580.27,5,0.36,3.7,East,Gold
456599,40,9,18,5134.62,5,0.1,6.7,North,Gold
221497,58,12,27,6087.09,2,0.05,6.1,South,Gold
1861547,15,9,16,6939.03,7,0.33,6.2,East,Gold
299456,19,12,21,11173.65,3,0.37,9.6,North,Silver
386056,10,12,15,8992.11,5,0.09,7.1,West,Gold
1767427,88,9,16,14429.66,2,0.29,10.6,East,Silver
857243,16,11,17,5191.64,2,0.24,7.4,North,Silver
478795,43,13,17,8260.11,4,0.1,0.3,East,Silver
1203095,31,14,20,12255.93,4,0.33,10.4,South,Silver
1344557,16,10,24,5783.52,8,0.19,10.1,West,Silver
1490824,80,7,19,7139.9,9,0.28,0.6,South,Silver
2032096,28,13,21,10369.13,10,0.12,1.5,South,Silver
532857,62,11,25,12952.94,8,0.33,6.7,East,Silver
2055477,20,8,14,6410.52,10,0.11,0.5,West,Silver
1429183,35,22,17,8119.67,2,0.15,4.9,East,Silver
1703092,59,16,21,14634.3,7,0.16,11.7,North,Gold
1628258,9,10,28,924.3,6,0.08,2.1,West,Gold
687853,10,17,22,6888.96,6,0.35,2.5,South,Silver
2128531,45,14,20,9648.93,6,0.05,8.1,South,Gold
2385793,82,15,22,423.88,5,0.23,0.5,South,Gold
420075,15,12,19,9072.76,4,0.33,9.8,East,Platinum
1855833,30,17,20,1126.14,4,0.23,2.4,East,Silver
2393996,48,15,23,12906.11,4,0.13,6.4,East,Silver
1941171,96,14,22,12164.17,3,0.31,3.0,West,Gold
387922,40,11,14,774.15,6,0.2,7.9,West,Gold
722005,91,7,18,1017.42,4,0.07,7.0,West,Silver
2016376,91,12,19,11378.12,8,0.13,11.4,West,Platinum
381514,83,11,17,5732.31,4,0.24,5.3,North,Platinum
535641,74,15,13,8752.88,5,0.26,10.5,South,Gold
469330,44,12,14,4273.83,6,0.22,6.9,East,Silver
600722,46,14,14,2842.64,4,0.11,11.0,East,Gold
634242,6,19,26,4652.33,5,0.24,3.5,North,Gold
1246788,24,18,28,3926.69,1,0.13,6.6,South,Platinum
392407,73,11,25,6890.12,2,0.09,4.7,South,Gold
2390285,91,16,19,11276.14,4,0.38,0.8,North,Silver
272306,7,20,17,8445.7,3,0.13,6.9,West,Silver
996325,6,15,26,9254.92,2,0.13,9.5,South,Gold
2453378,33,13,11,7210.16,5,0.36,6.7,West,Gold
289854,85,12,24,5073.58,7,0.06,3.4,North,Gold
643973,38,15,17,2409.58,5,0.23,3.2,East,Platinum
2468979,44,12,11,5512.11,2,0.31,2.9,East,Silver
2179594,17,16,16,10078.42,8,0.11,11.8,East,Silver
1673150,31,17,19,11086.53,4,0.34,4.8,East,Gold
827097,37,11,28,7196.97,3,0.31,3.8,South,Silver
747919,11,13,23,9781.46,3,0.19,5.0,West,Platinum
854472,92,12,16,3394.95,8,0.05,1.4,East,Gold
736196,5,9,22,12942.97,5,0.39,2.4,East,Platinum
2235900,64,15,17,13029.27,3,0.25,6.1,East,Silver
1834580,76,11,17,5008.82,10,0.21,9.6,North,Silver
1279008,3,13,18,8351.37,4,0.35,10.5,South,Gold
1464372,56,10,16,9217.93,3,0.17,10.4,North,Silver
1922540,63,11,16,7244.72,6,0.23,11.3,West,Gold
691340,38,10,18,13693.79,2,0.34,1.5,East,Silver
2142502,54,18,19,11173.84,7,0.16,0.5,South,Gold
938001,2,10,30,10185.9,2,0.31,1.3,South,Silver
979933,90,21,21,7945.37,7,0.1,7.2,South,Gold
1672736,2,9,16,1547.26,5,0.28,6.7,North,Gold
907906,12,17,18,1884.97,9,0.2,8.1,North,Platinum
1928448,40,10,17,4695.43,3,0.07,4.5,North,Silver
1657699,2,13,12,3409.38,4,0.05,4.7,North,Silver
2072932,80,11,16,14302.21,5,0.18,6.5,West,Platinum
1423411,94,21,19,6324.24,4,0.28,0.9,East,Silver
1613836,57,9,30,13186.1,7,0.24,9.6,East,Silver
1658382,47,15,21,12325.77,7,0.34,11.1,North,Platinum
2062900,36,9,23,12244.78,3,0.16,4.6,North,Silver
1004172,4,16,26,3470.9,5,0.34,8.9,North,Silver
376800,75,16,26,6875.63,7,0.01,6.6,West,Silver
2046796,24,16,18,4973.89,8,0.15,2.8,West,Silver
928052,82,13,23,14565.04,3,0.03,0.8,South,Gold
1912087,91,7,20,13188.14,3,0.37,3.0,East,Silver
933456,62,10,26,3973.88,8,0.19,7.3,North,Gold
517818,2,12,23,4908.75,2,0.13,0.5,South,Silver
1972145,15,16,14,8074.97,5,0.2,10.0,East,Platinum
509911,75,16,13,4395.51,5,0.21,11.6,South,Silver
2412889,91,12,30,12420.59,3,0.34,1.0,West,Gold
501788,49,17,25,12342.7,7,0.22,3.0,West,Platinum
711908,87,8,19,10947.8,4,0.17,8.1,South,Gold
601272,35,16,31,10432.86,4,0.38,9.7,South,Silver
2293781,94,13,21,8345.33,4,0.39,4.2,East,Silver
418299,47,10,17,5402.55,5,0.02,6.2,North,Silver
1677305,24,14,21,12603.0,7,0.28,10.7,East,Gold
1251215,83,13,22,12924.83,2,0.15,4.6,East,Silver
811144,60,12,27,1027.79,5,0.27,1.0,West,Gold
2231692,93,17,26,6159.71,7,0.25,11.9,West,Platinum
1058441,77,9,26,691.43,5,0.13,2.2,South,Silver
2415344,48,13,14,12640.32,0,0.39,0.6,West,Silver
1712624,23,14,16,2903.27,4,0.14,4.9,East,Platinum
2165481,12,12,25,10205.84,0,0.25,1.5,South,Silver
1205510,41,10,31,5553.42,3,0.33,11.7,South,Gold
2473300,29,10,23,12296.16,9,0.06,4.6,West,Gold
1894386,70,9,22,7792.4,3,0.12,9.9,North,Silver
1132849,51,6,25,5068.71,5,0.08,2.1,West,Platinum
331469,23,9,22,5060.9,5,0.31,1.7,South,Gold
1787424,31,5,23,5105.83,6,0.32,7.8,South,Silver
613073,21,11,21,11892.11,2,0.1,10.9,North,Silver
2143312,24,9,17,10753.4,6,0.0,1.4,East,Platinum
2469621,72,10,22,4992.45,5,0.17,7.1,South,Gold
893519,9,15,25,7506.06,5,0.27,1.0,North,Silver
1630807,22,20,22,1419.45,4,0.25,9.7,East,Silver
2216842,4,14,18,12464.25,5,0.18,10.9,West,Silver
1977302,77,16,12,4209.54,2,0.12,7.5,North,Platinum
773286,98,15,24,13371.61,4,0.19,8.3,East,Silver
2154300,3,14,17,9072.91,1,0.01,0.7,South,Silver
612264,28,12,23,8646.96,5,0.03,0.9,South,Platinum
1560937,90,12,21,2691.97,6,0.07,2.2,North,Gold
1729076,98,9,13,1322.17,3,0.25,3.3,West,Gold
389692,15,8,16,8423.46,3,0.09,9.1,North,Platinum
2025726,8,8,31,7179.44,3,0.17,5.2,South,Silver
1403533,48,9,12,2059.34,7,0.25,0.9,East,Platinum
2101147,99,11,24,12583.14,10,0.33,10.2,West,Silver
1582551,88,6,15,6433.43,10,0.22,11.9,East,Silver
1158652,52,10,21,4128.73,11,0.07,5.5,North,Silver
1395104,55,18,19,11887.6,4,0.38,6.1,North,Platinum
2246290,37,9,28,13722.04,5,0.04,0.9,East,Silver
462190,4,10,35,4797.65,5,0.15,4.6,East,Silver
528499,55,13,20,11706.46,2,0.37,4.5,East,Silver
1642872,12,8,25,9892.04,6,0.24,11.6,North,Silver
1264506,19,11,11,14849.0,6,0.27,7.9,East,Gold
2377975,79,14,22,3298.69,7,0.12,9.4,South,Gold
2205589,57,11,16,14421.98,8,0.03,1.5,East,Gold
278880,94,20,14,4934.5,5,0.15,5.0,South,Gold
1467202,37,11,22,6355.73,6,0.16,2.3,South,Gold
372827,76,16,14,5574.74,5,0.11,10.3,East,Gold
907840,83,14,21,4246.23,3,0.09,1.8,West,Silver
207293,98,4,18,10490.37,3,0.14,5.3,West,Platinum
2202991,7,10,14,8960.44,2,0.26,0.6,West,Silver
1394347,92,16,22,4793.67,3,0.38,7.6,South,Silver
359506,55,13,18,2243.52,4,0.28,5.8,West,Gold
1827533,28,14,19,4965.42,12,0.31,6.0,West,Platinum
479746,93,12,16,5904.1,7,0.12,1.2,East,Gold
2469010,37,15,21,5895.61,8,0.04,6.2,North,Platinum
1364608,84,11,16,5551.72,3,0.12,6.8,South,Silver
2196569,61,16,18,1016.22,6,0.16,11.6,North,Gold
757193,75,15,17,7121.29,6,0.28,0.4,South,Silver
377996,39,9,27,12592.26,6,0.38,11.1,South,Gold
1786245,23,11,20,2951.38,3,0.32,5.8,West,Silver
1499242,52,11,19,2441.16,5,0.11,2.5,East,Silver
2245509,84,14,23,7236.21,6,0.33,8.0,North,Silver
490274,84,11,23,5747.86,4,0.16,6.2,North,Silver
2477352,11,13,15,8550.83,6,0.07,2.7,West,Silver
284679,66,12,25,14221.99,5,0.18,7.5,North,Silver
2412610,13,8,20,11485.03,8,0.23,5.7,North,Silver
331460,77,8,28,10399.75,7,0.31,8.3,South,Silver
1850516,41,16,21,6414.27,4,0.14,8.3,East,Silver
1399454,49,11,31,4524.19,5,0.06,5.7,East,Silver
264333,15,12,18,8241.88,3,0.04,4.7,North,Silver
960676,56,15,19,13316.02,5,0.04,0.8,North,Silver
1962753,54,12,20,13188.11,10,0.38,5.9,South,Silver
884408,31,12,22,6849.07,4,0.38,2.9,West,Gold
947910,61,14,18,3919.44,6,0.39,0.6,South,Gold
800884,58,16,17,3612.56,5,0.12,4.0,West,Silver
588841,87,12,29,799.63,4,0.08,1.0,West,Gold
1699909,60,12,20,12687.16,1,0.39,7.0,South,Silver
980166,53,7,26,4193.12,8,0.4,6.0,East,Gold
2043217,86,10,22,5577.29,5,0.03,9.5,South,Silver
1826346,61,8,11,12195.48,3,0.3,3.2,West,Gold
1922012,80,8,32,2064.35,4,0.12,4.5,East,Gold
2414610,42,12,18,7080.14,3,0.36,8.3,East,Platinum
1368190,29,13,22,2098.42,6,0.04,11.9,South,Silver
678403,84,14,23,6795.17,7,0.36,10.9,East,Platinum
651698,92,6,27,992.95,6,0.0,6.2,East,Gold
1922015,27,10,19,7909.06,4,0.21,8.1,South,Platinum
1131482,44,12,24,11996.93,1,0.13,6.4,North,Gold
999137,93,18,19,10241.56,5,0.17,5.2,East,Gold
2088840,5,7,17,7784.78,4,0.17,7.2,South,Gold
2108509,52,10,23,12482.75,4,0.26,4.6,South,Gold
1234460,53,18,17,3648.48,9,0.01,3.4,North,Silver
210248,52,10,24,12512.71,4,0.28,8.5,East,Gold
1033420,38,10,20,4362.54,2,0.01,10.5,West,Gold
289169,44,15,17,5628.55,2,0.07,3.5,West,Silver
1867903,53,16,23,2187.92,5,0.24,8.5,East,Gold
737698,2,4,20,1795.79,4,0.03,5.2,East,Silver
2384873,54,20,19,14002.04,5,0.4,3.6,South,Silver
2316285,84,9,14,3092.68,4,0.31,7.5,South,Gold
2124713,77,14,17,5199.45,6,0.28,11.3,West,Gold
2331325,90,14,20,8078.53,6,0.11,4.2,East,Silver
1242270,35,7,21,5413.65,7,0.02,9.1,South,Gold
1259755,46,10,15,13090.96,11,0.39,3.8,West,Gold
2136887,72,7,19,13540.51,3,0.06,9.6,West,Silver
1441534,92,12,29,5092.06,7,0.33,9.1,North,Gold
291975,79,10,22,1652.81,6,0.08,9.2,East,Gold
1975763,55,13,16,3389.33,2,0.15,12.0,North,Silver
2412777,72,11,19,7273.58,2,0.28,1.7,South,Gold
2143584,11,10,20,4540.67,8,0.38,4.7,South,Silver
201755,29,9,11,6966.04,3,0.01,7.6,West,Gold
1901364,69,20,17,11452.94,6,0.1,7.1,South,Gold
2368504,63,10,25,6483.38,5,0.31,9.4,North,Silver
676352,47,18,22,3195.86,7,0.07,0.6,East,Silver
2467708,7,8,18,5562.12,3,0.04,8.5,West,Gold
1963791,64,18,15,11221.82,5,0.02,8.9,West,Gold
1145057,82,12,19,6533.71,0,0.2,0.7,South,Platinum
1922515,64,7,21,3968.21,4,0.31,6.5,West,Silver
344086,92,14,17,6582.95,3,0.38,2.9,West,Silver
2470185,12,12,18,6985.66,6,0.11,9.6,East,Silver
1174005,12,12,22,4656.74,8,0.05,0.6,West,Silver
2487138,36,18,22,14936.57,3,0.16,1.8,East,Silver
581230,29,7,18,11584.1,2,0.02,1.3,North,Platinum
535446,11,8,18,10479.09,3,0.13,0.8,West,Silver
664899,53,17,16,12866.54,4,0.26,7.2,North,Gold
1624137,70,13,27,10096.36,3,0.07,10.4,East,Silver
2475402,85,12,6,11927.41,3,0.25,6.1,West,Gold
2298215,74,15,14,6364.13,4,0.39,2.5,South,Platinum
367115,96,16,23,7655.47,5,0.35,4.1,South,Gold
1374806,47,14,22,990.85,5,0.14,4.3,West,Silver
2034098,33,14,17,4425.5,8,0.17,5.4,East,Silver
1981211,81,13,17,5709.78,6,0.17,5.0,South,Platinum
859429,67,11,22,9494.41,4,0.34,8.1,North,Platinum
2163175,43,14,16,7123.91,5,0.4,4.1,East,Silver
1244369,18,10,25,9235.22,8,0.33,8.0,East,Gold
870964,74,14,25,10785.91,4,0.22,6.6,West,Gold
2311764,53,19,25,927.96,2,0.04,0.6,North,Gold
376173,39,11,22,4096.68,6,0.38,11.0,East,Platinum
1838745,72,9,25,2812.29,3,0.34,2.1,West,Silver
678078,34,6,24,3055.59,5,0.34,5.4,North,Gold
1102196,37,14,21,7695.94,4,0.16,11.4,East,Silver
1121274,41,8,14,11177.69,4,0.18,3.0,South,Gold
2079129,97,13,21,4309.82,7,0.05,0.3,North,Silver
2371112,49,8,17,12419.4,2,0.38,5.9,East,Gold
2309142,10,10,16,13419.11,8,0.38,2.7,North,Silver
2239664,40,15,28,5452.85,6,0.1,7.0,South,Silver
1342834,18,14,20,10315.94,8,0.28,9.8,East,Gold
506803,25,22,19,2020.62,4,0.08,6.1,South,Silver
215573,41,7,22,11237.22,7,0.16,7.7,West,Silver
209554,36,7,26,2725.85,5,0.12,8.0,West,Gold
429726,2,9,18,10405.01,5,0.16,9.8,East,Silver
213015,83,20,20,6501.93,9,0.12,8.3,East,Gold
259617,74,9,19,13948.31,4,0.14,11.7,North,Gold
1953528,49,14,16,7127.57,1,0.32,5.5,East,Silver
2372347,67,18,24,754.27,5,0.12,0.6,West,Gold
1631323,53,14,19,7365.83,5,0.33,4.7,East,Gold
2248411,19,12,21,11993.83,5,0.23,10.1,North,Silver
1932853,26,10,20,9812.14,7,0.31,1.6,West,Silver
974726,54,11,33,14504.83,8,0.37,8.8,East,Platinum
1463298,51,10,20,12696.11,7,0.06,6.4,South,Silver
337715,25,13,22,8040.31,9,0.14,10.8,South,Silver
1261845,17,10,28,3335.85,4,0.02,8.8,South,Gold
1529078,74,11,21,355.49,6,0.16,7.9,South,Gold
692069,61,14,23,14713.39,7,0.09,10.6,North,Gold
721579,46,10,19,14093.3,4,0.23,10.9,South,Platinum
2381009,55,11,17,4329.92,7,0.31,4.6,South,Silver
1641995,50,13,11,9681.77,5,0.19,11.1,East,Gold
392830,75,15,11,11019.82,5,0.13,0.7,South,Platinum
1612612,11,15,21,8796.8,3,0.06,9.2,South,Gold
2353387,12,14,24,12691.54,5,0.01,4.0,East,Gold
497448,40,15,17,1444.02,4,0.27,5.8,West,Silver
484316,48,11,18,13478.46,1,0.01,10.0,North,Silver
798122,56,10,29,6062.68,8,0.37,7.6,North,Gold
1072163,8,17,24,7366.14,8,0.24,5.5,West,Platinum
769145,88,13,15,6837.58,3,0.14,2.0,East,Silver
821062,14,15,15,8109.91,4,0.02,11.3,West,Silver
894102,87,9,24,9093.08,6,0.17,4.0,North,Platinum
2235706,56,8,25,10742.05,5,0.35,1.2,North,Silver
2340479,54,8,15,8016.62,5,0.39,6.8,West,Gold
1388900,100,6,17,10366.17,6,0.03,4.9,South,Silver
2070322,17,9,26,5272.97,3,0.31,7.1,North,Silver
2497496,45,13,27,14069.21,9,0.1,2.8,West,Silver
2096118,5,9,24,1248.61,5,0.15,4.5,South,Silver
2167752,3,9,21,8319.45,5,0.22,11.7,South,Gold
985291,9,9,14,1584.72,3,0.4,11.2,East,Silver
739610,84,12,20,6808.68,2,0.08,10.4,West,Silver
604407,20,9,32,4086.46,2,0.05,9.3,North,Silver
2203161,83,11,18,14072.48,7,0.24,1.9,East,Silver
1048057,21,14,19,492.21,5,0.34,5.6,North,Platinum
2276028,80,14,17,6050.69,9,0.26,8.7,South,Silver
1828368,33,8,21,11796.03,3,0.14,3.1,West,Silver
1035671,5,16,24,3070.38,7,0.39,0.4,South,Silver
1960234,24,7,12,12289.15,7,0.4,5.0,South,Silver
1756399,63,10,17,12937.96,6,0.31,5.1,South,Gold
566727,79,13,19,10707.64,5,0.32,0.8,West,Gold
1476697,26,14,16,3373.32,9,0.3,3.8,East,Gold
761306,89,10,14,4298.97,5,0.1,11.0,North,Gold
383758,92,15,14,2753.94,5,0.06,3.0,South,Silver
1317350,33,16,15,3005.74,3,0.22,6.8,North,Silver
1912449,18,8,11,836.44,5,0.38,5.9,North,Gold
532616,18,5,19,12902.53,4,0.35,10.3,East,Gold
721777,38,8,23,8068.98,5,0.04,7.8,West,Gold
1496895,33,19,15,5118.06,2,0.02,1.9,North,Silver
791392,27,12,19,4556.78,6,0.35,1.7,East,Silver
1357394,49,11,18,8307.04,4,0.25,6.7,North,Gold
820684,50,9,25,5102.27,2,0.12,0.6,South,Silver
902175,15,12,17,12996.65,4,0.22,4.7,East,Gold
1777584,77,14,18,3401.07,2,0.09,4.8,West,Silver
765013,52,10,22,13269.84,5,0.38,2.4,West,Platinum
1030355,98,8,36,10062.16,4,0.33,3.6,South,Platinum
2240160,68,6,13,14362.45,3,0.38,4.0,South,Gold
2065037,99,6,27,522.08,4,0.07,0.1,North,Gold
1013017,19,8,14,1168.7,6,0.34,9.7,East,Gold
879258,95,15,24,7663.15,5,0.22,11.5,East,Gold
2058457,25,14,19,13711.97,4,0.13,3.5,East,Platinum
599953,76,10,20,11042.69,4,0.19,1.3,East,Silver
235308,76,11,14,9445.4,6,0.38,11.4,North,Silver
678955,25,15,24,764.55,4,0.28,8.9,East,Platinum
1634094,33,10,23,5506.21,4,0.14,10.7,East,Gold
1043607,60,11,26,5384.04,5,0.4,4.3,West,Gold
1405096,37,14,16,8268.66,8,0.14,5.8,West,Platinum
1137212,92,14,21,4090.07,5,0.33,11.2,North,Platinum
1068981,43,11,21,4227.19,7,0.31,5.5,South,Silver
858346,9,8,24,9426.65,8,0.29,8.1,West,Gold
978269,14,11,15,14185.14,4,0.27,8.5,South,Gold
1633487,3,9,26,10004.63,3,0.04,10.0,North,Gold
252934,69,15,23,10121.51,3,0.4,11.7,West,Silver
582238,56,7,21,14797.36,5,0.06,4.0,West,Silver
2415308,26,20,14,2556.13,2,0.24,3.0,North,Silver
1599784,53,15,14,797.37,6,0.1,0.9,East,Silver
2023899,41,22,18,11259.06,7,0.07,10.3,North,Silver
688830,82,15,27,6750.18,7,0.22,3.5,South,Silver
1811499,21,10,20,6603.7,2,0.33,0.6,South,Gold
1402548,39,8,20,3611.96,5,0.15,10.4,East,Silver
761682,80,10,21,7750.89,6,0.03,6.1,North,Silver
1283606,23,8,20,6799.93,5,0.25,10.1,North,Silver
2193637,93,15,19,5378.12,3,0.31,6.7,East,Gold
1679800,74,14,16,6808.35,4,0.12,3.8,North,Silver
635033,58,14,18,5942.37,4,0.28,1.6,West,Silver
1726204,69,13,29,14116.48,3,0.03,5.2,North,Silver
404819,75,16,24,14709.7,7,0.14,0.3,West,Gold
258724,29,11,30,12646.54,5,0.19,7.2,North,Silver
1825379,62,18,17,14859.09,7,0.31,5.1,West,Silver
879644,53,13,22,4206.08,5,0.14,1.7,South,Gold
1470640,45,12,24,12691.0,2,0.18,6.4,East,Silver
653668,27,20,21,6277.45,4,0.25,9.6,South,Platinum
571604,34,8,21,11268.21,4,0.25,11.7,West,Platinum
1330075,14,18,16,3260.47,2,0.21,6.3,East,Silver
1666811,41,12,18,12235.75,6,0.13,1.6,South,Gold
480570,74,13,14,1526.93,4,0.27,9.7,South,Silver
623399,60,13,19,4277.2,6,0.33,8.3,West,Silver
2303547,42,13,27,12382.7,4,0.06,11.4,North,Platinum
1479698,51,10,16,11283.24,2,0.14,6.4,North,Silver
1515870,75,10,19,7668.33,4,0.27,4.3,West,Silver
2346724,11,14,15,10190.05,1,0.3,11.6,South,Platinum
2381180,35,17,24,3027.94,9,0.31,6.5,North,Silver
2351649,19,13,17,10116.13,2,0.26,0.2,North,Silver
1350876,88,8,23,417.25,5,0.19,5.7,South,Silver
2319618,65,14,15,12548.27,6,0.26,0.0,West,Gold
1782414,76,7,23,7889.43,5,0.05,8.9,West,Silver
515206,61,9,18,14175.01,4,0.08,6.8,North,Gold
235394,47,16,19,7329.01,3,0.37,1.3,West,Platinum
653247,14,11,17,6666.38,7,0.37,9.8,South,Gold
1441198,67,13,19,6915.78,2,0.29,6.4,West,Silver
1085226,52,11,20,5588.01,0,0.13,1.4,East,Platinum
1389135,32,7,16,2750.12,5,0.26,1.9,West,Gold
1303660,80,9,24,12678.32,4,0.28,9.9,West,Gold
2110817,10,10,15,6019.56,3,0.21,4.3,West,Silver
2459155,17,5,20,8077.89,3,0.3,9.9,East,Silver
547435,40,8,19,592.34,7,0.01,0.8,South,Silver
2376372,68,11,20,1185.73,6,0.1,2.9,West,Gold
423356,63,15,18,9078.59,5,0.32,9.2,North,Silver
844813,15,9,20,13224.65,4,0.38,7.7,West,Silver
1932265,97,18,20,7552.92,4,0.35,3.7,East,Silver
1089725,39,12,18,2725.13,6,0.29,11.2,East,Silver
1312394,57,11,22,2007.07,6,0.07,2.5,North,Silver
957044,10,10,20,13526.88,3,0.15,10.2,East,Silver
1421019,71,14,14,10614.08,3,0.02,8.3,East,Gold
2468465,97,17,28,14503.07,3,0.26,1.5,East,Gold
201676,17,11,19,1510.52,1,0.18,6.7,South,Gold
306094,76,13,14,13568.41,6,0.23,11.2,East,Silver
598498,17,11,19,12730.79,5,0.39,7.4,West,Silver
1759191,16,9,14,13429.82,6,0.16,6.3,North,Silver
2489527,78,8,26,384.72,3,0.12,4.4,West,Silver
999808,3,8,20,11205.98,4,0.06,9.5,West,Platinum
2231209,51,11,22,8369.39,6,0.06,11.0,North,Silver
2306583,94,10,21,8725.74,8,0.21,9.0,South,Gold
1019802,46,12,17,7197.27,5,0.3,8.7,South,Silver
1905873,55,14,18,11217.35,1,0.23,2.3,East,Gold
1207545,99,14,26,14997.64,4,0.35,10.0,South,Silver
2140124,26,9,29,10744.91,5,0.13,0.5,South,Gold
606688,76,10,12,10267.34,5,0.24,9.1,East,Silver
1864260,31,6,17,9920.23,4,0.26,2.5,South,Silver
1565374,81,19,18,10519.61,5,0.11,5.8,South,Platinum
1703600,72,10,15,5329.05,10,0.16,8.3,East,Silver
1465315,19,13,11,5007.23,3,0.24,9.1,West,Gold
1466700,90,12,15,11829.77,4,0.01,10.7,West,Silver
2254040,68,11,26,1080.39,10,0.35,3.4,North,Silver
2065601,15,14,18,11460.94,2,0.04,2.7,South,Silver
1621143,58,14,18,12263.47,3,0.02,12.0,East,Gold
2100067,78,14,20,7967.49,3,0.09,2.5,East,Gold
1450443,30,6,9,13679.18,6,0.2,8.0,South,Silver
945746,48,19,23,7254.39,3,0.13,11.4,South,Gold
1030833,56,6,30,2917.87,5,0.18,10.8,East,Silver
2390372,42,9,23,5612.56,11,0.03,5.3,East,Platinum
819648,24,21,22,13616.25,6,0.09,7.7,East,Silver
2023991,52,13,28,14907.95,1,0.04,6.3,North,Silver
2092462,43,15,22,6501.25,7,0.09,4.2,West,Silver
2041967,34,15,26,2752.64,3,0.28,1.7,East,Platinum
2077723,60,7,27,4509.04,3,0.23,9.6,West,Silver
615890,83,16,16,8433.46,4,0.13,1.1,South,Silver
340631,3,14,17,8709.81,5,0.1,7.3,West,Gold
756540,68,11,31,9561.87,5,0.4,7.1,West,Platinum
1118055,11,13,25,12579.69,6,0.31,4.0,West,Silver
1838533,13,19,18,10754.85,7,0.33,1.6,South,Silver
1386255,50,12,22,4134.35,4,0.01,9.6,West,Gold
1156871,82,10,22,6107.15,8,0.02,5.5,West,Silver
672124,19,10,27,12645.3,8,0.29,8.7,North,Silver
696644,44,11,15,9610.73,8,0.08,0.2,South,Gold
823652,33,8,16,2746.35,1,0.17,0.9,West,Gold
1963787,38,12,29,5085.42,6,0.07,2.1,South,Gold
2290982,3,15,21,11929.04,7,0.07,1.4,East,Platinum
1082391,99,22,26,2829.78,0,0.04,2.3,West,Silver
2250665,65,12,14,10458.44,8,0.24,8.2,South,Gold
891298,35,11,19,8583.99,4,0.3,0.6,West,Silver
669671,36,14,23,2467.88,6,0.02,0.5,West,Gold
821504,38,12,26,10426.52,4,0.11,0.4,East,Silver
2150291,39,13,15,2392.53,7,0.26,8.4,North,Platinum
1172473,25,14,19,6157.0,11,0.16,6.4,South,Silver
1509050,64,12,22,4835.83,8,0.28,4.4,West,Silver
1461487,13,10,26,10443.15,10,0.3,8.1,East,Silver
693798,68,8,28,11800.73,4,0.01,6.6,East,Platinum
1818684,70,9,13,2774.25,4,0.15,0.1,North,Platinum
2395387,75,16,23,12236.35,5,0.29,10.1,North,Platinum
888578,1,12,25,406.05,7,0.15,4.2,East,Gold
1258566,72,15,19,8091.86,3,0.0,4.8,East,Silver
2309930,54,8,18,7896.8,6,0.13,9.4,South,Silver
1157644,98,14,18,9470.18,5,0.35,2.2,South,Silver
1610916,9,13,27,3823.6,5,0.38,0.1,East,Gold
1336024,36,13,28,444.9,4,0.22,10.9,East,Silver
2235424,37,14,17,6985.01,3,0.12,6.1,North,Gold
316445,59,11,19,1349.67,5,0.19,4.2,South,Silver
2195020,21,15,27,13415.25,7,0.09,9.8,East,Gold
1992892,20,4,21,2852.89,3,0.07,0.3,South,Platinum
979140,1,12,19,6550.92,3,0.2,2.4,South,Gold
644733,99,8,17,6679.81,5,0.29,1.9,East,Platinum
1736384,59,14,28,8427.11,2,0.09,8.9,East,Silver
2364297,28,11,25,11803.23,5,0.36,3.7,West,Silver
2195377,71,11,34,7240.58,4,0.07,9.3,South,Platinum
883226,56,21,21,678.57,2,0.22,0.5,South,Silver
1370485,9,10,25,11635.32,3,0.31,7.3,North,Silver
1020423,65,14,19,1507.95,6,0.09,3.8,North,Silver
1774771,36,7,17,9730.83,8,0.12,2.2,North,Gold
1062911,98,9,18,12110.41,9,0.02,9.8,South,Gold
965825,34,9,13,4455.55,5,0.38,4.9,East,Silver
1566320,81,9,25,6901.87,5,0.19,6.9,East,Platinum
1764446,32,9,21,510.74,3,0.03,0.4,East,Platinum
1492015,66,10,14,12116.97,6,0.33,9.5,South,Silver
1045044,100,16,16,10637.94,4,0.23,3.4,East,Gold
275475,25,14,20,3701.39,4,0.02,8.3,North,Platinum
295490,51,9,30,6036.33,5,0.18,9.1,East,Silver
1576993,63,13,22,10521.15,2,0.17,1.4,East,Silver
1334932,90,12,23,5565.0,6,0.06,3.6,North,Silver
1497315,45,11,22,2687.5,3,0.17,8.7,West,Gold
2329719,26,14,25,7922.03,7,0.11,2.8,West,Silver
726274,21,16,23,10936.44,2,0.28,10.2,West,Gold
2002586,82,10,26,5015.9,8,0.0,3.7,South,Gold
1811457,93,20,19,2090.05,7,0.04,4.8,South,Silver
496127,51,10,22,12494.3,4,0.37,1.2,North,Silver
2409346,24,12,13,4016.19,2,0.17,1.8,West,Silver
702480,92,9,22,7838.38,2,0.07,3.3,South,Silver
1764525,12,10,23,10462.74,10,0.32,0.6,East,Silver
2198069,11,13,24,4961.01,5,0.34,2.3,West,Silver
560692,27,9,19,9834.96,5,0.08,4.9,West,Gold
325605,23,15,20,7057.73,3,0.29,4.6,South,Silver
