annual_income,spending_score,website_visits,app_sessions,avg_order_value,orders_per_month,return_rate,loyalty_years,region,membership
338801,30,21,14,2630.58,5,0.28,8.5,East,Silver
829250,26,12,13,6348.47,4,0.35,4.3,West,Platinum
1713253,92,12,18,11319.37,3,0.04,5.0,South,Silver
2937721,44,12,11,9318.26,3,0.0,0.4,South,Gold
1279324,88,12,18,16311.55,7,0.42,0.6,West,Silver
545751,35,10,12,15278.38,5,0.03,9.8,East,Silver
1049426,76,10,14,3819.81,7,0.32,8.0,South,Platinum
644565,71,5,14,9670.72,5,0.06,3.1,East,Silver
984175,36,12,21,13228.53,6,0.39,7.9,West,Gold
769202,27,14,19,13930.0,7,0.45,6.4,West,Gold
2326934,44,11,17,14696.29,3,0.02,0.9,West,Gold
401623,33,14,21,15333.43,8,0.17,2.9,East,Silver
2947920,30,19,13,13087.12,9,0.13,7.6,North,Gold
818001,75,11,13,5329.85,3,0.35,4.0,West,Platinum
2703150,7,18,14,12242.65,2,0.11,2.6,West,Silver
657121,72,14,14,1345.88,3,0.01,4.4,East,Gold
702327,55,10,26,12927.22,5,0.17,5.2,West,Silver
632759,72,17,21,15167.01,4,0.05,3.7,South,Silver
904020,98,8,20,9338.97,2,0.15,11.3,North,Gold
2492462,52,14,15,16170.08,6,0.33,10.9,North,Platinum
2904911,1,17,17,6351.87,1,0.23,10.5,South,Gold
2974970,79,9,16,12912.65,6,0.41,10.7,South,Silver
2766639,100,13,18,8184.62,6,0.01,11.5,North,Silver
2626081,62,10,17,2853.7,7,0.14,7.4,West,Platinum
847954,68,12,15,1894.27,8,0.43,11.0,West,Silver
2606228,53,15,16,16189.17,4,0.07,12.0,East,Silver
1034627,78,10,20,12169.13,1,0.04,1.7,West,Platinum
1107592,49,8,15,17623.04,5,0.18,5.9,North,Silver
953289,58,11,18,14690.81,2,0.24,4.5,North,Gold
2881328,90,17,30,6061.55,6,0.25,1.5,East,Silver
2600052,94,10,19,6261.73,8,0.15,8.3,East,Silver
2304724,17,12,16,10733.12,9,0.0,3.0,North,Silver
442870,32,8,19,12559.64,7,0.14,9.4,West,Silver
2139098,58,18,15,7617.26,4,0.4,6.3,West,Silver
2066698,32,16,20,9433.41,6,0.13,1.7,West,Silver
709290,76,12,16,4024.86,5,0.22,5.4,North,Gold
1445585,88,14,13,3126.65,5,0.25,5.4,East,Platinum
2620476,13,8,18,8881.42,6,0.43,7.2,West,Silver
2060694,50,11,14,4705.36,5,0.1,0.9,East,Platinum
378980,75,15,12,3940.34,7,0.44,3.7,South,Silver
1544150,46,8,12,8120.27,2,0.44,4.7,West,Gold
1977039,42,12,18,6184.3,7,0.43,5.4,West,Gold
2054158,32,20,18,9770.84,6,0.42,11.4,North,Silver
1761988,64,9,24,12532.8,7,0.27,9.6,South,Silver
2505056,22,7,27,15462.16,4,0.02,10.3,East,Silver
295278,17,12,18,7841.03,6,0.27,1.2,West,Silver
784907,74,15,13,12799.51,8,0.05,2.0,West,Gold
1005110,25,12,20,2565.87,1,0.03,1.5,South,Gold
1985453,41,11,17,12547.51,5,0.38,6.5,West,Silver
2197685,79,12,17,4437.76,7,0.16,0.2,South,Gold
399144,98,13,28,1787.71,5,0.07,3.0,North,Silver
1244863,50,12,21,17009.69,7,0.23,8.7,West,Silver
2797322,77,12,27,9194.71,3,0.29,11.0,East,Silver
777502,17,10,13,5066.37,7,0.17,4.9,East,Silver
1226859,78,8,28,11671.49,6,0.22,8.2,South,Gold
1241639,34,9,16,8378.7,1,0.15,6.5,West,Platinum
546172,82,10,11,16487.54,3,0.2,9.2,South,Gold
2429009,70,13,14,14720.84,0,0.09,3.9,East,Silver
2815717,83,11,14,2947.63,3,0.25,9.9,East,Gold
1133345,69,14,11,4890.61,6,0.26,1.9,South,Gold
2759058,96,14,18,17352.1,7,0.21,11.7,East,Platinum
1994050,89,9,27,4712.33,0,0.38,9.9,East,Silver
546252,85,14,17,11872.3,7,0.04,11.4,East,Gold
559635,8,8,22,1832.51,4,0.32,10.1,North,Silver
2318827,56,16,25,10187.43,6,0.36,1.4,North,Platinum
1051908,92,15,19,2913.35,2,0.38,11.6,North,Gold
1918297,19,16,15,11160.69,4,0.2,8.1,South,Gold
2143440,32,11,17,5416.75,3,0.17,4.8,West,Gold
1937082,57,12,19,4475.99,6,0.17,3.7,West,Gold
886329,67,11,16,15737.78,6,0.44,9.2,North,Gold
1835168,12,10,19,7729.82,4,0.19,10.7,North,Platinum
1836035,23,12,13,3355.65,9,0.06,7.7,North,Silver
787566,22,11,16,15047.6,3,0.31,8.5,South,Gold
1404644,73,12,11,10428.35,6,0.39,3.2,North,Silver
2224978,45,14,12,10583.03,7,0.17,2.9,North,Silver
1370748,35,7,16,13223.79,4,0.26,9.9,South,Gold
692171,89,15,16,2529.97,6,0.07,10.9,South,Gold
2964257,91,22,17,17213.25,5,0.13,7.8,South,Gold
2566450,15,11,19,9675.15,6,0.4,1.0,West,Silver
1249535,78,7,16,2753.87,4,0.42,9.7,North,Silver
1868493,77,12,17,2110.16,7,0.44,4.7,North,Silver
2382025,35,14,21,12185.83,3,0.06,8.6,East,Silver
2826332,32,12,18,17452.16,2,0.07,3.2,South,Platinum
2319767,44,7,21,11596.44,3,0.39,3.0,South,Silver
2966060,49,12,10,16948.35,5,0.36,1.2,North,Silver
2938313,14,15,15,12506.58,3,0.34,2.7,West,Silver
2839822,80,13,11,15908.67,2,0.14,7.6,West,Platinum
613541,72,10,20,15251.01,5,0.27,8.5,East,Silver
715379,83,10,19,9160.38,4,0.33,2.7,South,Gold
1910388,57,5,17,6184.62,6,0.38,7.9,East,Gold
235423,41,13,23,6735.8,6,0.29,6.3,South,Silver
1533789,68,11,13,13751.8,10,0.12,1.6,West,Platinum
1945781,12,9,18,15284.52,7,0.03,11.2,West,Platinum
1083859,30,5,13,13281.64,6,0.24,3.2,West,Silver
2351551,62,13,17,8857.92,6,0.43,0.7,East,Gold
2580935,55,14,16,17997.5,5,0.19,5.4,South,Silver
1996504,19,19,23,4695.15,5,0.05,10.0,North,Silver
2507254,41,9,19,13616.99,2,0.45,9.8,West,Silver
2942145,76,11,18,17457.86,5,0.25,8.3,West,Silver
2605260,93,11,18,10246.58,8,0.12,2.3,West,Silver
630785,58,13,12,8985.78,12,0.01,6.5,East,Silver
543512,90,10,12,6953.28,4,0.2,8.5,North,Gold
2818820,63,14,14,16804.92,7,0.17,4.2,North,Silver
2933204,26,17,19,12652.07,5,0.44,11.1,East,Platinum
2538113,39,9,18,9659.01,6,0.3,0.7,East,Gold
230602,47,10,25,6076.68,3,0.24,4.7,East,Gold
1779449,30,12,18,10101.8,4,0.07,2.8,North,Silver
2663709,60,18,15,12322.75,7,0.41,2.7,South,Gold
820530,2,11,21,6895.35,3,0.38,1.5,South,Platinum
1740445,7,14,12,11980.44,2,0.02,1.3,East,Platinum
2099391,72,8,18,8808.48,3,0.24,11.3,East,Silver
2584519,62,5,16,14730.21,6,0.35,6.4,North,Gold
1719791,75,12,17,6382.79,5,0.14,0.6,South,Gold
1259062,63,14,14,12314.92,3,0.4,1.2,South,Gold
2670365,69,15,26,2882.05,3,0.05,7.1,North,Silver
1905174,99,15,21,8007.89,9,0.19,11.5,East,Gold
2982556,71,19,23,1655.72,7,0.12,5.4,East,Gold
1187193,1,13,14,11436.51,3,0.29,5.2,West,Silver
1384655,77,9,15,16324.73,4,0.31,5.2,North,Platinum
489079,14,10,23,3602.04,5,0.34,6.7,North,Silver
468337,80,14,21,15734.1,5,0.03,0.9,South,Gold
2191954,40,10,13,9645.52,7,0.27,5.0,South,Silver
2028569,54,10,19,8634.35,5,0.45,6.5,East,Silver
1948540,80,15,20,7203.23,4,0.45,3.0,North,Silver
858243,42,16,15,5706.21,2,0.25,1.7,East,Gold
1312421,42,17,19,11498.21,3,0.14,11.5,South,Gold
2678013,44,7,21,2505.85,9,0.12,8.9,South,Platinum
2656302,7,16,22,10846.52,7,0.03,9.5,West,Silver
1616937,61,9,18,7632.35,4,0.43,3.0,East,Gold
2083887,21,6,24,17270.43,5,0.28,3.7,North,Silver
1847171,95,12,12,11156.16,4,0.15,8.3,East,Gold
2412528,33,9,19,11373.7,4,0.13,10.2,East,Silver
1354344,61,11,14,17303.68,6,0.12,10.8,North,Silver
1504526,19,9,29,2133.72,8,0.32,11.7,North,Silver
900079,56,13,20,8265.58,5,0.03,6.5,West,Silver
288407,35,11,14,17875.06,2,0.13,3.7,West,Gold
2801867,67,8,15,4390.33,4,0.03,9.3,East,Silver
2342685,57,10,13,9174.32,3,0.06,9.9,North,Silver
2141291,8,7,20,14908.18,7,0.2,5.1,North,Silver
547034,23,11,21,3722.92,4,0.16,10.7,West,Silver
1621638,74,13,19,1919.05,5,0.45,6.0,South,Silver
1046553,40,11,18,10774.85,4,0.1,3.7,East,Platinum
2260751,74,14,14,6478.44,9,0.25,10.7,South,Silver
2896275,49,13,12,13052.9,5,0.18,9.6,East,Silver
2987483,47,16,19,7427.95,7,0.35,11.6,West,Platinum
798910,9,13,24,1219.76,6,0.01,5.5,East,Silver
1527846,100,16,21,14211.49,7,0.16,1.1,South,Silver
1467183,39,23,18,17172.8,4,0.07,4.6,West,Gold
2213082,55,14,22,11452.63,2,0.07,1.4,North,Gold
380869,74,18,11,7775.67,4,0.28,2.3,West,Silver
1621399,99,8,18,4673.85,5,0.37,3.7,South,Platinum
365921,44,10,18,2649.88,4,0.4,9.7,West,Platinum
2349585,41,15,18,17577.58,2,0.14,10.2,South,Gold
2465655,81,8,24,1787.69,6,0.31,0.3,East,Silver
1888711,39,10,17,9711.55,6,0.05,2.3,South,Gold
2955025,84,18,12,14879.1,6,0.09,2.0,West,Gold
1484341,52,15,25,7599.95,7,0.43,0.9,West,Silver
2868314,32,9,21,7137.68,8,0.22,1.1,South,Silver
1449318,75,19,20,7745.02,2,0.22,3.2,West,Platinum
2763977,84,14,23,14532.56,8,0.17,4.2,West,Silver
224226,3,11,17,16786.86,7,0.24,8.9,North,Gold
1720385,28,15,19,3132.75,2,0.34,4.3,East,Platinum
1519510,57,7,18,6057.93,3,0.08,0.2,South,Silver
2515521,91,6,17,8912.28,3,0.43,3.6,South,Gold
1223459,8,13,24,17884.64,2,0.1,9.8,West,Silver
799452,39,16,23,1219.31,4,0.17,10.3,East,Silver
2182714,52,11,21,11828.08,4,0.44,3.1,North,Gold
387148,47,21,16,11054.17,5,0.12,1.0,North,Platinum
1123600,74,12,10,8363.26,1,0.22,1.1,North,Silver
1842299,87,9,18,8958.46,4,0.08,0.0,East,Gold
780050,90,8,17,10298.91,5,0.37,9.1,South,Silver
2539758,47,15,18,17000.27,4,0.25,5.5,East,Gold
1795891,97,8,24,14506.5,7,0.36,6.7,South,Gold
1351093,81,17,25,14124.92,6,0.39,11.9,South,Gold
391354,55,18,19,13570.86,5,0.32,1.5,North,Silver
301881,37,10,20,14368.33,6,0.45,9.7,South,Silver
887760,83,10,16,14761.96,4,0.29,1.9,West,Silver
2057732,80,18,21,10455.88,2,0.27,6.6,East,Silver
385827,73,16,14,4387.15,5,0.26,6.1,North,Silver
1571839,44,6,27,15891.56,4,0.4,2.0,West,Gold
728095,74,11,14,6671.91,3,0.0,6.2,South,Gold
2364831,60,15,21,10712.69,5,0.18,7.2,South,Gold
2599894,92,7,28,6681.19,5,0.01,1.8,South,Gold
236842,75,11,13,12342.93,2,0.33,1.2,North,Gold
987818,93,14,20,5083.32,5,0.13,8.5,West,Gold
2857911,37,8,16,6197.69,5,0.12,4.6,East,Silver
800819,92,11,17,10482.24,7,0.14,7.9,North,Gold
537199,60,12,22,14673.31,6,0.26,8.1,West,Gold
1134346,15,10,12,13976.51,7,0.39,6.6,West,Silver
2217412,25,14,17,15234.64,3,0.28,9.8,South,Gold
2821777,58,13,14,6352.45,0,0.4,9.5,East,Gold
837751,56,14,15,12313.83,7,0.04,2.5,South,Gold
894900,70,10,21,13122.7,4,0.34,9.0,North,Gold
2732908,39,18,14,8545.99,2,0.15,2.6,North,Silver
1362301,61,12,19,12879.75,6,0.37,11.1,West,Platinum
575568,2,11,12,2760.25,5,0.41,10.0,South,Silver
1193129,9,8,12,14167.0,6,0.14,10.7,North,Silver
2752689,57,9,12,9904.15,4,0.13,0.9,East,Silver
2967929,58,15,24,15813.95,5,0.29,11.9,North,Gold
2447968,44,17,14,17775.1,5,0.22,1.7,South,Gold
2861876,3,13,14,15979.62,7,0.06,5.2,West,Gold
2846577,24,7,12,4863.76,6,0.24,11.2,West,Gold
2283653,95,13,18,5340.56,5,0.13,5.1,West,Silver
1251186,6,18,23,12938.99,7,0.41,0.4,West,Silver
454643,92,11,21,8199.6,7,0.2,1.5,North,Silver
1847560,26,6,17,14485.62,4,0.2,9.3,West,Silver
1317967,76,10,17,5623.47,7,0.03,10.2,North,Platinum
1131086,67,13,15,15890.4,2,0.21,6.2,West,Gold
2128917,34,12,16,11474.77,4,0.38,5.3,East,Gold
1837232,72,9,18,7901.72,3,0.38,8.5,North,Gold
2163250,41,7,19,12121.17,7,0.26,7.0,East,Silver
864575,43,11,23,5196.18,2,0.26,10.7,North,Silver
2818362,57,12,20,4172.32,6,0.23,4.7,East,Platinum
2810884,34,10,15,13693.81,2,0.29,8.2,West,Silver
1439124,19,11,19,10054.11,5,0.42,7.3,West,Gold
1491048,44,7,14,4470.48,5,0.44,8.4,East,Silver
1040774,68,15,15,6114.88,6,0.25,3.6,South,Platinum
588769,27,6,13,17494.99,2,0.29,9.9,North,Gold
780919,91,7,23,4978.66,3,0.1,3.3,South,Gold
1527001,42,12,23,2453.92,7,0.28,6.5,North,Platinum
1776145,22,12,18,9946.93,3,0.06,3.5,West,Silver
2496690,94,8,13,7031.93,5,0.06,9.9,North,Silver
2721590,68,12,21,11531.37,4,0.34,7.1,East,Gold
2068241,77,13,21,12286.82,2,0.05,10.5,East,Silver
1134195,43,14,19,13568.91,6,0.19,10.4,North,Gold
216498,14,11,21,9128.29,7,0.36,4.8,South,Platinum
2426057,80,4,12,4314.04,6,0.32,1.6,North,Silver
985836,85,16,20,9523.07,3,0.13,2.8,North,Gold
2625188,85,11,23,410.42,4,0.15,7.3,East,Silver
555870,71,4,12,13487.44,3,0.27,4.8,South,Gold
2613128,90,15,21,6745.14,4,0.39,9.5,West,Gold
2756096,44,10,14,5355.83,4,0.43,7.4,East,Gold
1418126,1,8,16,10661.13,5,0.09,5.1,South,Silver
477859,19,15,20,14031.34,10,0.24,9.6,West,Platinum
2211851,98,9,12,12669.35,2,0.14,6.7,West,Silver
2713267,55,9,27,6573.07,5,0.12,0.0,North,Gold
907812,39,11,22,10959.61,4,0.37,6.1,South,Silver
2596198,95,16,14,3079.59,5,0.0,9.3,East,Silver
2453784,84,15,13,8843.79,3,0.24,7.7,South,Gold
1102267,39,14,10,6263.68,5,0.36,3.7,North,Silver
418437,61,16,17,6020.87,1,0.07,0.7,East,Silver
242651,64,14,15,10790.06,3,0.11,4.9,South,Silver
646161,50,13,21,935.25,1,0.3,4.8,East,Silver
2236575,100,13,14,9275.69,6,0.07,10.8,West,Platinum
797655,63,11,18,5143.01,3,0.44,1.6,East,Gold
2685844,86,11,13,5447.31,9,0.07,0.2,East,Platinum
2126505,34,12,19,11287.65,3,0.43,3.9,West,Gold
848178,19,13,16,10792.66,4,0.42,0.3,South,Gold
631618,9,12,17,16964.36,2,0.31,1.5,North,Gold
1780553,50,20,14,12143.47,4,0.1,1.4,West,Silver
2618453,36,14,22,1414.11,5,0.3,11.0,West,Silver
1016016,99,11,20,10837.78,8,0.1,11.2,East,Silver
2494507,56,9,20,13761.58,8,0.32,10.1,North,Silver
2017276,87,10,18,319.59,8,0.13,11.0,East,Gold
2770350,59,12,29,10575.21,8,0.11,1.5,East,Silver
1306282,67,13,20,16457.58,6,0.05,1.4,West,Silver
606440,42,10,21,17284.6,6,0.04,5.0,North,Gold
1976981,61,14,21,1741.42,6,0.04,8.9,North,Silver
2362299,31,10,18,5825.16,5,0.05,11.1,North,Silver
1963227,90,6,20,2092.63,3,0.08,9.5,East,Silver
237907,22,13,12,12367.58,5,0.39,4.1,North,Silver
211173,62,22,27,11717.03,7,0.12,9.7,North,Gold
751292,7,13,22,12055.48,9,0.25,9.7,South,Silver
2103363,99,14,21,14245.53,0,0.38,3.7,South,Silver
1769977,81,15,22,11869.29,6,0.14,1.6,North,Silver
2533467,65,6,19,13524.53,4,0.07,9.3,South,Gold
1547175,56,9,23,10095.3,6,0.3,11.8,East,Silver
2091980,97,9,10,2963.96,5,0.03,8.3,South,Gold
466714,68,10,21,15824.31,7,0.45,9.9,East,Silver
2363905,27,10,17,3140.33,4,0.17,7.8,North,Silver
1106045,27,11,17,17772.28,3,0.02,5.6,East,Silver
739297,35,18,17,16647.23,5,0.0,1.4,West,Gold
1234244,48,7,21,3359.95,11,0.42,4.6,South,Silver
964604,35,11,21,15027.56,5,0.04,10.2,West,Platinum
2162737,70,16,18,7743.07,2,0.13,0.8,East,Platinum
1191682,8,12,20,5006.08,3,0.29,7.2,South,Silver
692563,29,18,17,5178.28,5,0.01,5.3,South,Silver
1959139,9,11,20,2321.75,6,0.07,7.1,North,Silver
2041431,51,20,21,14122.46,3,0.41,7.4,South,Silver
2822476,53,13,19,16617.01,6,0.11,7.2,South,Gold
2663200,74,10,12,11498.68,6,0.11,11.3,North,Silver
1375811,61,14,14,14184.2,6,0.2,9.1,East,Silver
2780705,88,10,20,6979.83,6,0.45,5.5,North,Platinum
2505396,17,6,23,7368.71,4,0.44,7.7,South,Gold
611947,7,6,18,9302.1,4,0.06,11.2,North,Silver
936459,84,13,25,15708.66,3,0.08,7.3,South,Gold
1748569,62,11,25,8510.2,7,0.08,9.3,East,Platinum
1761509,98,6,21,16110.8,2,0.12,6.4,North,Platinum
2833516,30,13,19,11168.26,4,0.31,6.3,East,Platinum
1899677,73,11,14,9353.0,5,0.33,2.8,East,Silver
2523186,76,12,20,8811.41,6,0.35,6.1,South,Gold
1976392,67,9,13,16635.04,8,0.31,3.2,North,Gold
817074,44,13,18,9336.85,5,0.32,10.2,South,Silver
2619321,61,9,15,13446.6,3,0.31,4.4,East,Silver
2817309,9,6,18,16029.48,3,0.22,3.2,South,Silver
1013495,100,14,15,17094.66,6,0.01,0.5,West,Silver
2124691,14,9,18,6150.62,6,0.07,11.8,North,Silver
1466822,99,12,15,13704.79,3,0.09,9.1,South,Gold
628160,30,9,21,9221.76,7,0.4,6.5,North,Silver
2213848,56,16,24,2801.44,5,0.19,7.2,North,Platinum
2352588,59,13,14,13081.81,4,0.19,4.4,West,Gold
585381,100,11,14,11374.95,5,0.32,4.3,West,Silver
2629031,89,14,13,4881.55,8,0.22,3.8,West,Platinum
868483,80,6,14,9158.95,3,0.41,1.7,North,Platinum
2087230,37,13,14,1685.48,2,0.21,7.4,South,Silver
2731855,55,12,20,10900.34,5,0.34,6.0,North,Silver
1372990,18,19,19,6850.61,2,0.33,11.7,East,Platinum
1915411,100,9,18,9816.62,3,0.28,4.6,North,Gold
2944804,17,11,14,1886.62,7,0.13,7.1,East,Platinum
1214247,90,11,19,13330.41,3,0.24,11.8,South,Gold
1496749,77,9,20,17785.5,4,0.25,8.9,North,Silver
266635,15,16,25,2066.15,2,0.02,1.5,East,Silver
2442636,67,11,18,12795.71,3,0.44,10.3,East,Silver
723704,14,10,21,17100.84,5,0.39,1.7,South,Silver
2398824,12,8,16,1098.59,7,0.44,3.0,West,Gold
1069906,30,13,22,15635.68,6,0.32,3.1,North,Silver
2500305,33,10,21,12814.47,2,0.08,10.6,West,Silver
2456832,87,11,20,6803.26,7,0.06,6.9,East,Silver
1949115,46,13,15,9884.75,6,0.01,8.7,West,Platinum
1913424,57,12,19,10880.35,3,0.02,3.2,North,Silver
847258,65,17,15,3658.59,9,0.34,10.1,North,Silver
831404,37,14,19,12587.71,6,0.22,4.1,West,Platinum
882498,49,11,12,14656.0,2,0.12,10.7,North,Gold
2099372,65,6,16,4798.74,2,0.25,6.9,North,Platinum
2706317,84,19,14,13926.68,4,0.12,3.9,East,Silver
823653,53,7,16,11828.63,7,0.18,0.7,West,Gold
623898,93,14,15,6236.35,4,0.11,7.4,West,Platinum
1637563,18,10,11,16500.18,5,0.19,1.5,North,Platinum
547977,33,17,25,16343.36,6,0.05,11.8,North,Gold
1308574,35,10,23,5202.7,3,0.14,2.0,East,Gold
1524088,86,11,29,7205.07,4,0.4,9.6,West,Platinum
360053,12,14,19,1776.04,3,0.29,2.9,East,Silver
966706,47,9,17,540.39,7,0.11,2.3,North,Silver
1390533,23,13,18,10301.55,2,0.21,10.1,South,Silver
2326136,15,10,16,16242.43,5,0.04,3.7,East,Silver
2748602,60,9,18,3613.2,1,0.25,0.4,North,Silver
2202819,78,14,20,13143.63,2,0.31,0.6,East,Gold
1486672,42,20,16,8455.49,3,0.13,0.9,South,Gold
2553140,84,9,18,12225.49,8,0.38,2.5,East,Platinum
957362,12,13,9,17365.97,4,0.17,8.0,North,Silver
1307499,20,22,19,6714.35,5,0.19,5.1,East,Gold
2691870,87,13,20,365.02,8,0.4,6.7,East,Platinum
843388,67,21,15,6239.42,5,0.42,5.2,West,Gold
569798,43,10,18,15264.56,5,0.06,6.8,North,Gold
876839,87,12,23,11362.35,9,0.32,0.9,North,Silver
666065,9,13,21,7209.99,6,0.29,0.9,North,Silver
642272,73,12,21,17495.34,2,0.16,0.2,South,Platinum
1502133,89,10,30,16473.98,4,0.11,5.2,East,Silver
1346737,34,14,22,3129.24,2,0.11,12.0,West,Platinum
2140025,10,9,9,6580.99,8,0.23,4.3,East,Silver
2651076,80,12,11,10061.77,6,0.26,3.5,North,Gold
533019,5,13,20,538.08,4,0.37,8.1,East,Platinum
402387,64,16,18,14788.68,8,0.36,0.3,North,Silver
1991709,90,8,19,8517.1,6,0.26,0.4,East,Gold
1288547,1,9,16,11083.4,3,0.04,8.9,West,Platinum
372073,38,16,20,1817.31,6,0.09,9.3,South,Silver
2208471,58,8,17,11692.18,7,0.28,7.7,West,Silver
1412142,63,14,19,10705.88,4,0.31,7.0,South,Platinum
2550797,90,11,15,17970.18,4,0.32,10.5,East,Gold
1786850,75,8,20,16332.56,4,0.33,4.2,East,Silver
2151769,56,14,22,10705.4,6,0.0,7.4,East,Gold
2809118,24,10,15,12288.07,5,0.32,9.7,East,Gold
1945976,77,16,14,14251.4,4,0.14,9.1,South,Gold
1427341,26,11,11,4363.81,9,0.41,10.5,South,Silver
2896137,24,8,17,559.27,5,0.16,6.6,West,Gold
455449,58,14,14,8793.76,4,0.21,6.6,East,Platinum
2484120,49,9,8,2252.62,4,0.45,10.2,South,Gold
2800085,5,6,12,3413.77,3,0.21,4.8,East,Silver
1046783,40,10,10,13122.61,6,0.01,5.7,East,Gold
989066,100,14,21,8892.58,7,0.25,0.3,North,Silver
1913401,80,15,15,12784.82,4,0.08,2.8,South,Platinum
1463138,21,15,21,4017.04,6,0.29,3.6,South,Silver
1583872,79,11,17,15698.03,4,0.01,2.3,South,Silver
697821,72,5,20,12718.63,4,0.29,4.7,West,Gold
1131192,24,15,16,4938.01,5,0.3,10.9,West,Gold
2134264,71,9,13,7700.45,4,0.43,9.5,East,Gold
1828046,21,6,20,13495.53,4,0.08,10.3,East,Silver
1926080,38,7,8,6599.34,6,0.1,9.2,South,Gold
1408741,77,8,18,4240.21,3,0.01,9.8,West,Silver
1103045,61,12,19,10218.55,5,0.1,6.9,North,Silver
1025426,20,12,18,4293.53,3,0.24,8.1,North,Silver
1199657,30,9,20,14458.3,4,0.21,1.7,South,Silver
1630973,60,8,26,3477.88,3,0.09,11.2,North,Silver
2021876,90,14,17,10555.67,5,0.29,10.7,South,Silver
2533911,22,16,23,9722.85,6,0.06,6.9,East,Gold
641408,66,11,18,14812.89,2,0.19,5.0,North,Platinum
2315139,43,13,13,8863.32,1,0.03,8.9,South,Silver
1995540,45,10,17,11116.93,5,0.38,4.1,South,Gold
2073280,6,14,20,2225.58,12,0.16,11.0,West,Silver
1145595,49,17,15,16584.06,4,0.45,5.1,South,Gold
678427,93,9,15,3399.67,4,0.06,4.4,East,Gold
726738,89,16,19,3600.31,6,0.43,8.1,East,Silver
2316093,18,8,23,11564.42,6,0.05,3.3,East,Gold
237309,12,15,14,4394.52,5,0.26,1.6,South,Silver
606086,10,15,28,12698.27,6,0.05,3.1,East,Gold
967651,50,12,19,8155.58,4,0.34,8.9,South,Silver
2810229,94,13,23,5471.06,5,0.18,1.3,South,Gold
1476099,95,9,17,4701.47,3,0.11,5.6,South,Silver
2689797,93,9,11,5388.62,3,0.29,1.5,South,Silver
248059,77,10,18,6287.91,5,0.14,0.4,North,Silver
1637249,67,12,12,3037.45,10,0.09,10.4,West,Platinum
2293074,97,16,17,5646.91,7,0.09,9.3,North,Silver
2972673,85,13,18,4047.18,3,0.37,5.9,East,Silver
2352690,60,16,20,5159.66,5,0.28,7.7,East,Silver
687164,11,18,21,16927.72,4,0.28,2.0,West,Silver
207882,29,10,20,7339.25,3,0.08,2.9,North,Platinum
376416,69,10,18,7980.56,7,0.1,6.7,North,Silver
1933735,76,12,11,1500.78,3,0.14,7.7,North,Platinum
671808,55,10,20,2222.65,5,0.42,5.7,East,Silver
2208319,54,16,18,12167.63,6,0.25,10.2,South,Platinum
681208,89,15,15,9180.48,7,0.36,10.6,East,Silver
2972781,98,13,17,8032.04,5,0.14,3.8,West,Silver
2474497,49,9,22,4844.48,3,0.1,7.2,North,Silver
2982545,10,14,14,16839.97,6,0.19,3.7,North,Platinum
2770566,40,16,27,2130.0,4,0.08,7.2,East,Silver
2295919,58,9,15,16110.85,3,0.07,12.0,West,Silver
2888461,5,12,19,3340.06,8,0.3,0.3,North,Silver
1124131,18,12,18,8213.92,10,0.3,0.8,East,Gold
2821022,64,11,19,8706.26,6,0.11,2.2,South,Silver
925315,25,9,17,13650.61,3,0.01,0.7,West,Gold
2548690,52,11,13,3624.01,6,0.11,11.4,West,Platinum
908673,70,16,20,4364.08,3,0.28,0.0,North,Silver
431034,81,8,14,11121.75,3,0.11,11.2,West,Silver
1659215,5,13,18,15210.31,3,0.1,1.4,West,Gold
1016290,73,10,19,1716.8,4,0.06,9.8,South,Platinum
1321932,19,9,24,11296.25,4,0.02,8.4,South,Silver
467335,23,14,19,7506.56,6,0.07,0.1,West,Platinum
2111055,69,7,13,10592.3,2,0.15,4.0,West,Gold
990226,15,8,17,16504.44,4,0.0,7.0,East,Silver
1850579,89,12,17,13415.15,8,0.02,7.8,South,Platinum
924826,11,14,18,12763.13,4,0.11,4.7,South,Silver
2733255,49,11,21,17992.38,5,0.07,6.6,West,Silver
808235,45,16,14,7898.59,2,0.22,9.0,North,Gold
1847312,32,12,21,15785.66,4,0.43,8.5,West,Gold
688715,84,11,14,17090.75,9,0.39,7.2,West,Silver
1837527,29,12,16,9071.49,4,0.04,10.4,East,Gold
2510708,28,10,19,4828.78,6,0.21,7.6,West,Silver
1146483,59,7,19,10806.91,5,0.13,1.6,North,Silver
1645373,76,17,21,8032.14,4,0.42,11.4,South,Silver
2269340,92,14,11,5641.38,3,0.42,1.1,West,Silver
2886335,47,14,23,417.69,3,0.06,1.1,East,Gold
2051093,41,8,12,12136.98,6,0.11,11.3,North,Gold
1200004,15,13,23,11414.92,6,0.38,3.5,South,Gold
1459142,23,18,16,11124.2,7,0.27,0.9,South,Silver
2111423,65,13,13,8814.53,4,0.44,6.7,South,Platinum
2087319,5,9,27,767.65,7,0.07,9.7,West,Silver
780504,7,13,16,8944.19,4,0.02,11.6,North,Silver
797697,12,16,19,9626.61,6,0.2,10.3,South,Gold
1233902,35,10,24,11202.83,1,0.04,10.5,South,Silver
1306498,43,12,17,7553.15,6,0.2,10.0,South,Gold
726065,33,19,24,12374.2,3,0.28,5.8,North,Gold
1576950,54,13,29,16378.01,5,0.14,2.8,West,Platinum
